"","Rperc","box_completed.x","dsteps.x","first_move_time.x","first_push_time.x","guan_time.x","same_p_optimal.x","rest_mean.x","rest_sd.x","p_dup.x","f_m_ratio.x","fp_m_ratio.x","f_t_ratio.x","fp_t_ratio.x","p_higher.x","comp_rate.x","dbox.x","lnfirst_move_time.x","lnfirst_push_time.x","lnguan_time.x","lnf_m_ratio.x","lnfp_m_ratio.x","lnf_t_ratio.x","lnfp_t_ratio.x","box_completed.y","dsteps.y","first_move_time.y","first_push_time.y","guan_time.y","same_p_optimal.y","rest_mean.y","rest_sd.y","p_dup.y","f_m_ratio.y","fp_m_ratio.y","f_t_ratio.y","fp_t_ratio.y","p_higher.y","comp_rate.y","dbox.y","lnfirst_move_time.y","lnfirst_push_time.y","lnguan_time.y","lnf_m_ratio.y","lnfp_m_ratio.y","lnf_t_ratio.y","lnfp_t_ratio.y","suc_theta","suc_window"
"2",0,2.22222222222222,9.66666666666667,15.7645396666667,27.7112705555556,65.4140822222222,0.61649606261573,0.659978429974,2.43172932779711,0.0744345638966478,26.8107802327058,45.4205681061697,0.20034485665949,0.42907614315505,0.0687431283349542,1,0,2.75776309286672,3.32183920970231,4.18073755978297,3.288804054126,3.81596504444088,-1.60771511400645,-0.846120885931672,0.818181818181818,-9.4,15.3041836,22.4363362,57.8914281818182,0.141072982946605,0.5729575366594,2.5262530169814,0.0218483895307248,28.5586694375719,41.1994839178333,0.256932510744926,0.377366798435763,0.103930485695422,0.333333333333333,1.54545454545455,2.72812622892955,3.1106817963796,4.05856932840014,3.3519605480658,3.71842573001084,-1.35894183267876,-0.974537624385703,0.069589871415141,-1.25887804868734
"3",0,1.66666666666667,0.666666666666667,3.44666426666667,7.933374,17.5535433333333,1.04499098489971,0.4563273457,0.695416141293333,0.0196078431372549,7.49234009412102,17.1627020751445,0.175211473169485,0.428243727099056,0.0604708610606977,1,0,1.23740688408698,2.0710784180466,2.86525582886818,2.01388117785495,2.84273854525024,-1.74176161649677,-0.848062789639874,0.705882352941177,-11.5294117647059,24.0079881588235,30.1092349411765,49.68267,0.14276015439415,0.521889337006588,1.67761218780876,0.0482147331761505,44.2276800429697,55.3987832742607,0.223567914763637,0.384783915726944,0.0954549910723022,0.274509803921569,1.70588235294118,3.17838661492,3.40483193337563,3.90565618014242,3.78935083838994,4.01455763095359,-1.49804004189887,-0.955073360110592,-1.1362268356311,0.117450738099409
"4",0,2.5,10.5,12.3701436666667,14.8401635,50.7530583333333,0.637312130971551,0.644767885144333,1.01294423868517,0.0621913580246914,19.549115159787,23.534022754314,0.257820366525447,0.326536566941209,0.102918275418275,1,0,2.51528580045714,2.69733725519876,3.92697187883195,2.97293002503814,3.15844715091107,-1.35549219033508,-1.11921333977967,0.928571428571429,-12.8571428571429,11.8901161428571,18.0988113571429,62.9329842857143,0.134761658315505,0.9905759874705,3.12016928212171,0.0306595276181681,14.3706677273041,21.4355831812447,0.203148697473143,0.301467646544148,0.0993114052971236,0.392857142857143,1.28571428571429,2.47570747876744,2.89584626523927,4.1420704187204,2.66518916576881,3.0650523066425,-1.59381706821974,-1.19909257688413,-0.115535426159509,-1.25887804868734
"5",0,2.26666666666667,7.4,30.0324628666667,42.1510396666667,62.327346,0.689357584233578,0.4542050405284,2.0787352239952,0.0273502976132472,61.3168873877386,87.7593892525065,0.256113573388632,0.592977586725347,0.0504578450407335,1,0,3.40227889217433,3.74125935001951,4.13240027009711,4.1160552925675,4.47459885665045,-1.36213428683504,-0.522598677114656,1.2,0.4,56.1391658,68.787828,126.839266,0.18277159739458,0.5966146662308,3.7149614639462,0.0768115942028985,111.553261346587,134.830893191169,0.404296756382838,0.539262539988461,0.0697755738053351,0.5,1.2,4.02783371154297,4.2310268106827,4.84292066283536,4.71450215708574,4.90402135019698,-0.905606125165424,-0.617552739484484,1.63561239562918,0.436666557679142
"6",0,2.375,6.9375,8.923825625,22.8015843125,42.75663875,0.749239271507825,0.5191493187015,2.02517509124831,0.0266159506031298,18.1126526011734,42.9449692873258,0.221475664138781,0.50828802860083,0.066541961775516,1,0,2.1887247363749,3.12683002093661,3.75552447572381,2.89661073279687,3.75991951205495,-1.50744256398087,-0.676707006644461,1,-4.75,5.964995,26.7504225,52.765985,0.183092470710192,0.53764066036425,3.538792207005,0.0996750738357424,10.9432482557822,53.8309778492385,0.114055647742424,0.512749028687271,0.0659506191482936,0.5,1,1.78590821732656,3.28655026760981,3.96586675962625,2.39272266844254,3.98584909791481,-2.17106881159684,-0.667968776351732,1.8620183004657,0.71890588959651
"7",0,2.22222222222222,5.33333333333333,9.762304,15.0312711111111,32.6693988888889,0.68284141500254,0.422517537292778,0.952572027567556,0.0263285024154589,24.7689876437403,36.0679743139199,0.30983290705602,0.476889491139353,0.0732699438370954,1,0,2.27852843813968,2.71013277178645,3.48643882596066,3.20959237240931,3.58540533348037,-1.17172213631749,-0.740470489694805,1.18181818181818,-2.90909090909091,4.33090754545455,9.58003863636364,43.2292354545455,0.17294401814175,0.539984049988364,1.53924434755039,0.0823560090309752,8.7761887725504,18.3521985982902,0.136239767040085,0.27796925612401,0.0870265141129381,0.484848484848485,1.18181818181818,1.46577711484568,2.25968162499798,3.76651701299332,2.17204223283165,2.9097493819441,-1.99333895255221,-1.28024476088894,0.411971473174954,0.117450738099409
"8",0,2.33333333333333,11,2.033332,7.506668,24.3203666666667,0.782952069716776,0.450926736844333,0.370277134654333,0.0566448801742919,4.61801780875501,16.502442231532,0.0855992755431185,0.342013078173788,0.105820105820106,1,0,0.709675826773236,2.01579169222326,3.1913141337387,1.52996556730317,2.80350838398578,-2.45807845915158,-1.07290630237644,0.588235294117647,-9.11764705882353,1.66352843529412,4.20352770588235,19.3826107058824,0.146493469821182,0.479107155211067,0.512210455113467,0.082209285612422,3.68898251371371,9.65087865079912,0.120084301461895,0.267378382805963,0.11836752052015,0.254901960784314,1.70588235294118,0.508940909984714,1.43592410271753,2.9643763087357,1.30535067848775,2.2670489631022,-2.11956127066381,-1.31909045974389,-1.21428344711031,0.117450738099409
"9",0,2.16666666666667,2,33.5592788333333,37.8693586666667,48.6100716666667,0.846299711107013,0.396537204216,0.507245362102883,0.0101010101010101,82.0843872818213,91.3535678037178,0.476093255506095,0.626974257689306,0.0937093945254708,1,0,3.51331339249247,3.63414230664135,3.88383074537569,4.40774783128324,4.51473733847861,-0.74214152901077,-0.466849795508946,0.571428571428571,-9.92857142857143,9.2615455,13.4758662142857,38.4426892857143,0.121799599714366,0.584764369947,1.71949764599779,0.0642456016222914,12.6520167594174,20.1911574017814,0.191588746065795,0.324657976253815,0.0957580639482917,0.226190476190476,1.78571428571429,2.22587093537967,2.60090039779287,3.64916854226147,2.53781663008823,3.00524475617855,-1.65240415177902,-1.12498303155133,-0.775722145778711,0.117450738099409
"10",0,2.23076923076923,4.76923076923077,20.3818479230769,29.2681741538462,48.4601853846154,0.737338236827925,0.468810356741462,1.17717046546292,0.0306186181319825,48.1183326959457,64.1617571008265,0.38911485069764,0.564794303813745,0.0927205502354414,1,0,3.014644697044,3.37650071931999,3.88074254089933,3.87366324162726,4.16140734941809,-0.94388073293086,-0.571293678169569,0.428571428571429,-1.85714285714286,30.7135362857143,40.4254542857143,71.12683,0.139491882043505,0.621273184044286,2.10321485205714,0.105799596200299,42.0843665632223,54.84735676232,0.346306319479,0.456126843112788,0.0729098334124552,0.142857142857143,2,3.42470347877466,3.69945964314188,4.26446462146524,3.73967633118333,4.00455399526506,-1.06043157917255,-0.784984343427359,0.754623894477599,-0.254353048964718
"11",0,2,7.5,1.544999,8.0950315,25.195385,0.917988710635769,0.43369085639425,0.76415693944575,0.0710640891675374,3.80446264131688,18.1925602646106,0.0733537507935692,0.376946959127306,0.0693961851892712,1,0,0.435023263100308,2.09125047841295,3.2266608428255,1.33617475698231,2.90101273384104,-2.61246164013721,-0.975650793402179,1.0625,-4.25,4.7600145625,15.457680125,33.129184375,0.206372921184318,0.538944953210313,1.28323046738425,0.0881688897868666,9.15677484703963,26.3319847411478,0.139592219920197,0.418348972437928,0.0913263201649132,0.427083333333333,1.3125,1.56025072758739,2.73810597530199,3.50041459708331,2.21449402575293,3.27078435012604,-1.96902982143759,-0.871439332469366,-0.334110257367177,0.117450738099409
