id,box_completed,dsteps,duplicates,first_move_time,first_push_time,guan_time,num,num_higher_than_sd,optstep,p_optimal,rest_mean,rest_sd,result_flag,same_with_optimal,steps
190108,1,-14,1,9.16002,12.20009,23.64035,12,1,34,0.29411764705882354,0.535567777778,0.481734731262,3,10,20
190108,0,-32,0,2.379998,3.319998,6.299995,13,NA,36,0.05555555555555555,NA,NA,3,2,4
190108,0,-17,0,2.519998,4.839996,30.90052,14,1,24,0.16666666666666666,0.53600126,3.40282556968,3,4,7
190108,2,-5,0,1.659999,3.219998,14.10013,15,3,20,0.05,0.385456454545,0.55671639671,3,1,15
190108,1,-11,0,1.739999,2.499998,13.26011,16,2,23,0.17391304347826086,0.553332866667,0.55899404043,3,4,12
190108,0,-26,0,1.539999,2.459998,9.440026,17,NA,29,0.10344827586206896,NA,NA,3,3,3
190108,1,-29,0,2.479998,3.239998,8.420003,18,1,34,0.08823529411764706,0.466666233333,0.785795088271,3,3,5
190108,0,-40,0,1.839999,2.779998,5.659996,19,NA,43,0.046511627906976744,NA,NA,3,2,3
190108,1,-15,1,2.199999,5.579996,19.54026,20,3,40,0.05,0.463818347619,0.493186515736,3,2,25
190109,3,5,1,7.699994,14.32014,68.56051,1,6,45,0.17777777777777778,0.877685090698,1.11760678718,2,8,50
190109,1,0,0,15.86017,20.24027,32.56055,2,2,17,1.0588235294117647,0.878591407143,0.64390416838,1,18,17
190109,2,-5,0,9.260022,10.38005,73.23972,3,1,20,0.05,1.34156920769,3.13034527512,3,1,15
190109,2,8,0,8.019994,23.44035,74.69948,4,4,27,0.18518518518518517,0.93268802,1.49787414575,3,5,35
190109,1,-13,1,7.039994,9.380025,43.90081,5,3,42,0.07142857142857142,0.80561748,1.2836647787,3,3,29
190109,1,-7,0,19.02024,26.10041,51.64099,6,2,23,0.34782608695652173,1.25541345385,0.886826229092,3,8,16
190109,1,16,6,22.12032,28.62046,114.7728,7,3,29,0.034482758620689655,0.908256070732,2.982822726,3,1,45
190109,2,0,0,23.86036,30.80051,90.53682,8,4,33,0.36363636363636365,1.12488549643,3.18401272686,1,12,33
190109,1,-13,3,5.859995,11.12006,91.57664,9,4,44,0.045454545454545456,1.01074931154,3.1687480834,3,2,31
190109,1,-37,0,11.60008,21.4603,42.28078,10,2,46,0.17391304347826086,1.08335796667,1.19245898461,3,8,9
190109,0,3,1,21.5003,48.60092,113.8329,11,2,41,0.3170731707317073,1.29793187561,3.69689025585,3,13,44
190109,1,-22,1,20.96029,49.48094,73.79963,12,2,34,0.17647058823529413,1.36668147778,5.76188752819,3,6,12
190109,0,-34,0,19.32025,19.80026,22.76033,13,NA,36,0.027777777777777776,NA,NA,3,1,2
190109,2,0,0,26.10041,43.04079,60.8212,14,2,24,1.0416666666666667,0.942878738095,2.0535719235,1,25,24
190109,2,-4,1,43.74081,52.26101,79.79862,15,2,20,0.05,1.40614843846,1.74814085917,3,1,16
190109,2,-10,0,21.3403,25.30039,103.1547,16,1,23,0.043478260869565216,1.18547334545,8.05924165584,3,1,13
190109,2,2,0,14.92015,27.68044,60.12119,17,1,29,1.0,1.11795659655,2.2191202024,2,29,31
190109,1,-23,3,15.86017,25.9004,93.0564,18,2,34,0.11764705882352941,2.41755505,7.17927831738,3,4,11
190109,2,24,2,7.079994,31.38053,113.7729,19,4,43,0.6976744186046512,0.883151006452,3.19548623358,2,30,67
190109,2,20,0,22.02031,22.02031,129.9709,20,3,40,0.5,1.32307552143,2.56246527456,2,20,60
190110,0,-38,2,4.359997,4.359997,30.2005,1,1,45,0.022222222222222223,0.60401384,5.48752494607,3,1,7
190110,1,4,2,8.320001,17.74022,23.78035,2,1,17,1.0588235294117647,0.469484378947,1.32348633173,2,18,21
190110,1,-9,2,4.939996,5.359996,17.82022,3,1,20,0.05,0.746681066667,0.725993461465,3,1,11
