"","Mperc","box_completed.x","dsteps.x","first_move_time.x","first_push_time.x","guan_time.x","same_p_optimal.x","rest_mean.x","rest_sd.x","p_dup.x","f_m_ratio.x","fp_m_ratio.x","f_t_ratio.x","fp_t_ratio.x","p_higher.x","comp_rate.x","dbox.x","lnfirst_move_time.x","lnfirst_push_time.x","lnguan_time.x","lnf_m_ratio.x","lnfp_m_ratio.x","lnf_t_ratio.x","lnfp_t_ratio.x","box_completed.y","dsteps.y","first_move_time.y","first_push_time.y","guan_time.y","same_p_optimal.y","rest_mean.y","rest_sd.y","p_dup.y","f_m_ratio.y","fp_m_ratio.y","f_t_ratio.y","fp_t_ratio.y","p_higher.y","comp_rate.y","dbox.y","lnfirst_move_time.y","lnfirst_push_time.y","lnguan_time.y","lnf_m_ratio.y","lnfp_m_ratio.y","lnf_t_ratio.y","lnfp_t_ratio.y","suc_theta","suc_window"
"1",0,2.33333333333333,6.66666666666667,2.02666566666667,5.899995,30.8405133333333,1.03936092955701,0.543668337084,1.833946872355,0.0540305010893246,4.6237582489036,12.1105528873864,0.0842777092130852,0.242323443022195,0.0927893844831602,1,0,0.706391913888792,1.77495150345369,3.42882919360632,1.53120784819183,2.49407721196348,-2.47363787108611,-1.41748190378785,0.529411764705882,-3.86666666666667,2.15066524,8.20137393333333,23.7791960588235,0.220966903457228,0.4792322103194,0.691733616306193,0.0774775577016864,4.50571443528287,17.6074778077201,0.098138528123478,0.326099660082753,0.139316336888924,0.215686274509804,1.76470588235294,0.765777208234434,2.10430169308033,3.1688110832405,1.50534646567489,2.86832368724874,-2.32137524615571,-1.1205522385586,-1.41533407696396,-0.702014585669056
"2",0,2.66666666666667,10.1666666666667,11.8700823333333,24.5903733333333,46.8431116666667,0.602410966028852,0.5003116540455,1.22627613740483,0.074519586104952,24.5326952352534,46.3981379557572,0.3119796282765,0.501836608648512,0.115970023916119,1,0,2.47402114485138,3.20235503843629,3.84680396834767,3.20000672729586,3.83725932816312,-1.16481738728998,-0.68948069305063,0.571428571428571,-11.9230769230769,22.3341913076923,28.9446175384615,53.8581435714286,0.163525199527257,0.590901038582769,2.03352704469523,0.0367774184419043,38.2758711068973,48.049072312548,0.41622703441195,0.516442170125621,0.102405064991216,0.25,1.57142857142857,3.10611874674729,3.36538426405488,3.98635361912193,3.64481970044602,3.87222282851917,-0.876524411793452,-0.660791961597814,-0.578689166582093,-1.25887804868734
"3",0,2.25,4.75,8.732565375,13.46013475,33.84058375,0.894410116338941,0.517763400868375,0.79878284145075,0.0273706896551724,17.4126285306597,25.6411817469214,0.242926862566561,0.39908174919191,0.0832382351947569,1,0,2.1670591840722,2.5997323353106,3.52166078488475,2.85719572059539,3.24419972096389,-1.41499485803662,-0.918588997885622,0.833333333333333,-6.25,3.81499916666667,11.3884245833333,33.4955758333333,0.179614113343097,0.6579667869165,1.48944706615275,0.0607727619379792,6.46957103027997,17.89906925693,0.131924353192214,0.361884419969406,0.0988345045013402,0.333333333333333,1.5,1.3389404463004,2.43259745211851,3.5114133654331,1.86710980496701,2.88474871467528,-2.02552660254712,-1.01643039999014,0.00558201869011771,0.71890588959651
"4",0,2.14285714285714,6,13.6373014285714,20.7488544285714,37.9549642857143,0.636476297802952,0.453756348340286,0.735371020625857,0.0227272727272727,31.5216504400782,45.809649845647,0.350068963696384,0.53429611866131,0.0675872552829211,1,0,2.61280879036181,3.03249103689106,3.63640030650437,3.45067462529646,3.8244947642468,-1.04962510477581,-0.626805064388218,0.769230769230769,-11,8.41853053846154,15.017095,35.6637015384615,0.15277417822944,0.685499070919154,2.21189013793931,0.0582809116329976,15.9543594551951,25.2814752946143,0.21078757935111,0.41432431597777,0.102937805955786,0.307692307692308,1.61538461538462,2.13043529265104,2.70918921884181,3.57413340790228,2.76973211196065,3.23007192574892,-1.55690438553517,-0.881106239905481,-0.248378625702216,-0.702014585669056
"5",0,2.25,7.5,2.3099985,8.33003525,31.275525,0.597285987565758,0.606066986656,0.525118351508,0.0866531165311653,3.90008785942547,13.4260245507281,0.100299913696518,0.289166864430062,0.0983756884612748,1,0,0.837246875182842,2.11986768786247,3.44283584278283,1.36099908093966,2.59719495411075,-2.29959044446808,-1.24075137192147,0.875,0.8125,4.958767625,9.8138158125,52.6434975,0.122606512019325,0.750773041096437,1.80270621516613,0.132308471089612,6.9581183902064,13.2778951731513,0.112053098932905,0.201661883621433,0.0761862076672593,0.375,1.4375,1.60115724716325,2.28379116965992,3.9635427266792,1.93990909156148,2.58610063548883,-2.18878242242058,-1.60116282748034,-0.610479287279331,-0.702014585669056
"6",0,2.5,13.75,9.96509375,20.50030175,49.904525,0.452053140096618,0.62622198769025,1.5281811338815,0.164737851662404,14.8946050493029,30.5206680436208,0.186686002656062,0.417050128849119,0.082765073831009,1,0,2.29908836154825,3.02043960554823,3.91011168000889,2.70099907015763,3.41840409489298,-1.6783272036282,-0.874548851340917,0.875,-4.4375,8.70008325,25.06506875,60.55961375,0.121974137927054,0.938177972582438,2.40770854753806,0.10190762512371,9.43271341623841,26.518877085239,0.137358596956494,0.415481927124128,0.123423093113641,0.385416666666667,1.375,2.16333259458027,3.22147519358025,4.10362823113659,2.24418379822862,3.27785682223565,-1.98516027679793,-0.878316162325475,-0.469215975804061,-0.702014585669056
"7",0,2.3,9.1,5.13401396,9.6280544,25.406393,0.499776867646658,0.3653183462316,0.4899420303119,0.0347344208096812,13.8045859473051,26.111163321211,0.202748173587572,0.417616078376224,0.0704309450471137,1,0,1.63588780157264,2.26468117009182,3.23500083526853,2.62500085198086,3.26236293634168,-1.59579059422659,-0.873192741296112,0.5,-5,11.9781581,24.1903704,47.207696,0.16556980087524,0.5389866391079,2.4993376496925,0.078824122635859,21.0559107262119,44.6618736132968,0.216332789548734,0.536198705318046,0.0930947993447993,0.25,1.8,2.48308483295369,3.18595463661715,3.85455693014762,3.04718131530736,3.79912019835998,-1.53093736459153,-0.623250467733648,0.0125624545122382,1.64776380022608
"8",0,2.2,6.8,7.7280152,13.6241216,35.536624,0.905460358056266,0.5185917084662,1.3965867998572,0.0413071895424837,15.1692020512879,25.8497152120176,0.272188089645297,0.434413267196839,0.0988932462771814,1,0,2.04485206378199,2.61184186874627,3.57056382665571,2.71926719153453,3.25229958395052,-1.3012619456174,-0.833758969399603,0.733333333333333,-6.26666666666667,13.0321339333333,26.2632719285714,54.7015066666667,0.228658940505499,0.739356236134933,2.98902973534033,0.0495282433486382,22.066982497356,42.7727068724368,0.27247247308843,0.518798296615629,0.1028254038935,0.311111111111111,1.6,2.56741814851315,3.26817145854531,4.00189125322898,3.09408248674143,3.75590020928073,-1.30021768617056,-0.656240109861297,-0.584334346980541,-0.702014585669056
"9",0,2,12.625,1.26249945,7.395039375,22.33782125,0.670950796326436,0.35400564202475,0.47972415076525,0.070513963161022,3.59279502178687,20.5241059605908,0.0615460871864951,0.311678268880061,0.0605009782034984,1,0,0.233093446523719,2.0008094206922,3.10628126202735,1.27893045718223,3.02160009583148,-2.78796899967225,-1.16578381270131,0.916666666666667,-8.08333333333333,1.23833271666667,8.83671816666667,23.7053525,0.256691562946104,0.517934162890167,1.35002443983392,0.0986664870455653,2.7638220725608,17.5137555614744,0.0685511212131697,0.385259040703816,0.114471998077071,0.347222222222222,1.58333333333333,0.213765891520331,2.17891555960528,3.16570086652405,1.01661453066435,2.86298660425229,-2.68017551697089,-0.95383933794807,0.128510277713458,1.43449134673861
"10",0,2.22222222222222,4.22222222222222,4.36890522222222,8.55115566666667,19.9202694444444,0.744639116095183,0.366331757869778,0.425879376427778,0.0249322493224932,12.138877595766,23.1441101978141,0.202657163477139,0.432501757091688,0.0733865798810217,1,0,1.4745124564912,2.14606643950662,2.9917377783925,2.49641332631314,3.14174032906131,-1.59623957752128,-0.838168889978714,0.727272727272727,-12,3.83091,9.97461490909091,29.9291796363636,0.152013089920072,0.544947757854182,2.05001119647445,0.0522665008831017,8.01800589853303,18.3887520979297,0.168346760181539,0.381360921716357,0.120880204168974,0.303030303030303,1.63636363636364,1.34310237288187,2.30004335642579,3.39883391207913,2.08168974988144,2.91173917866995,-1.78172937810114,-0.964009051169153,0.107212293289137,1.64776380022608
